booking_id,customer_id,flight_id,booking_date,travel_class,seat_number,ticket_price,booking_status,airline_id,departure_airport_id,arrival_airport_id,departure_date,duration_minutes,flight_status,airline_name,country,fleet_size,departure_code,departure_airport_name,departure_city,departure_country,arrival_code,arrival_airport_name,arrival_city,arrival_country,route
4711,365,715,2026-01-02,Economy,17F,444.97,Confirmed,12,2,9,2026-05-18,416,Delayed,Iberia,Spain,388,HBE,Borg El Arab International Airport,Alexandria,Egypt,FRA,Frankfurt Airport,Frankfurt,Germany,HBE → FRA
4712,460,537,2026-09-10,Economy,29C,896.69,Completed,5,1,17,2026-09-28,173,Completed,Lufthansa,Germany,145,CAI,Cairo International Airport,Cairo,Egypt,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,CAI → SYD
4713,55,867,2026-06-27,Economy,16A,805.38,Confirmed,6,15,12,2026-11-03,80,Scheduled,British Airways,UK,272,SIN,Singapore Changi Airport,Singapore,Singapore,LAX,Los Angeles International Airport,Los Angeles,USA,SIN → LAX
4714,61,258,2025-11-14,Economy,8E,919.71,Confirmed,1,16,13,2026-01-20,115,Delayed,EgyptAir,Egypt,139,BKK,Suvarnabhumi Airport,Bangkok,Thailand,ORD,O'Hare International Airport,Chicago,USA,BKK → ORD
4715,490,950,2026-10-31,Economy,5E,161.21,Confirmed,1,9,2,2026-11-26,287,Completed,EgyptAir,Egypt,139,FRA,Frankfurt Airport,Frankfurt,Germany,HBE,Borg El Arab International Airport,Alexandria,Egypt,FRA → HBE
4716,337,241,2026-08-13,Economy,5A,397.44,Confirmed,6,3,8,2026-11-25,505,Delayed,British Airways,UK,272,DXB,Dubai International Airport,Dubai,UAE,CDG,Charles de Gaulle Airport,Paris,France,DXB → CDG
4717,360,185,2026-05-13,Business,13C,833.71,Confirmed,3,20,8,2026-06-12,891,Cancelled,Qatar Airways,Qatar,393,AMM,Queen Alia International Airport,Amman,Jordan,CDG,Charles de Gaulle Airport,Paris,France,AMM → CDG
4718,338,872,2026-02-13,Economy,35D,583.44,Completed,19,2,13,2026-03-18,856,Delayed,Ryanair,Ireland,227,HBE,Borg El Arab International Airport,Alexandria,Egypt,ORD,O'Hare International Airport,Chicago,USA,HBE → ORD
4719,264,859,2026-07-07,Economy,9F,619.72,Confirmed,12,6,17,2026-09-27,171,Delayed,Iberia,Spain,388,IST,Istanbul Airport,Istanbul,Turkey,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,IST → SYD
4720,109,746,2026-01-27,Economy,10C,665.26,Completed,3,11,6,2026-07-08,758,Delayed,Qatar Airways,Qatar,393,JFK,John F. Kennedy International Airport,New York,USA,IST,Istanbul Airport,Istanbul,Turkey,JFK → IST
4721,77,348,2026-09-05,Economy,26D,799.52,Confirmed,15,19,3,2026-10-23,367,Scheduled,Qantas,Australia,324,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,DXB,Dubai International Airport,Dubai,UAE,RUH → DXB
4722,385,785,2026-09-16,Economy,4B,671.05,Confirmed,7,19,15,2026-10-12,728,Completed,Air France,France,300,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,SIN,Singapore Changi Airport,Singapore,Singapore,RUH → SIN
4723,79,357,2025-12-06,Business,40B,1267.3,Confirmed,5,9,11,2026-02-02,694,Scheduled,Lufthansa,Germany,145,FRA,Frankfurt Airport,Frankfurt,Germany,JFK,John F. Kennedy International Airport,New York,USA,FRA → JFK
4724,440,35,2026-01-04,Economy,12B,503.07,Completed,8,18,17,2026-03-07,675,Cancelled,KLM,Netherlands,170,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,MAD → SYD
4725,338,608,2026-06-26,First Class,8B,3797.64,Completed,10,10,12,2026-11-27,828,Scheduled,Saudia,Saudi Arabia,276,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LAX,Los Angeles International Airport,Los Angeles,USA,AMS → LAX
4726,292,508,2026-02-08,Economy,27E,855.24,Confirmed,5,12,17,2026-03-13,869,Cancelled,Lufthansa,Germany,145,LAX,Los Angeles International Airport,Los Angeles,USA,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,LAX → SYD
4727,251,382,2025-10-28,Economy,38E,617.95,Confirmed,18,2,7,2026-02-24,374,Scheduled,United Airlines,USA,434,HBE,Borg El Arab International Airport,Alexandria,Egypt,LHR,Heathrow Airport,London,UK,HBE → LHR
4728,124,650,2025-07-21,Economy,37A,817.11,Confirmed,18,10,8,2026-01-07,148,Scheduled,United Airlines,USA,434,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CDG,Charles de Gaulle Airport,Paris,France,AMS → CDG
4729,38,614,2026-09-11,Economy,32A,285.93,Completed,6,4,5,2026-10-09,170,Scheduled,British Airways,UK,272,AUH,Zayed International Airport,Abu Dhabi,UAE,DOH,Hamad International Airport,Doha,Qatar,AUH → DOH
4730,125,810,2026-03-16,First Class,6E,1660.4,Cancelled,18,4,20,2026-06-10,543,Scheduled,United Airlines,USA,434,AUH,Zayed International Airport,Abu Dhabi,UAE,AMM,Queen Alia International Airport,Amman,Jordan,AUH → AMM
4731,13,871,2026-07-28,Business,14A,1448.63,Confirmed,11,17,7,2026-10-07,429,Cancelled,Royal Jordanian,Jordan,231,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,LHR,Heathrow Airport,London,UK,SYD → LHR
4732,182,387,2026-04-21,Economy,23E,956.53,Confirmed,17,20,4,2026-10-03,783,Scheduled,Delta Airlines,USA,216,AMM,Queen Alia International Airport,Amman,Jordan,AUH,Zayed International Airport,Abu Dhabi,UAE,AMM → AUH
4733,469,397,2026-08-25,Economy,37E,387.4,Confirmed,17,4,9,2026-12-19,261,Completed,Delta Airlines,USA,216,AUH,Zayed International Airport,Abu Dhabi,UAE,FRA,Frankfurt Airport,Frankfurt,Germany,AUH → FRA
4734,172,901,2026-04-19,Economy,36A,395.3,Completed,11,9,17,2026-05-09,588,Cancelled,Royal Jordanian,Jordan,231,FRA,Frankfurt Airport,Frankfurt,Germany,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,FRA → SYD
4735,39,269,2026-03-01,Economy,17C,622.83,Confirmed,19,8,6,2026-03-23,481,Cancelled,Ryanair,Ireland,227,CDG,Charles de Gaulle Airport,Paris,France,IST,Istanbul Airport,Istanbul,Turkey,CDG → IST
4736,470,863,2026-06-20,Economy,33B,823.92,Cancelled,8,12,20,2026-11-21,195,Delayed,KLM,Netherlands,170,LAX,Los Angeles International Airport,Los Angeles,USA,AMM,Queen Alia International Airport,Amman,Jordan,LAX → AMM
4737,317,825,2026-04-28,Economy,24C,314.54,Completed,2,3,7,2026-09-12,290,Completed,Emirates,UAE,78,DXB,Dubai International Airport,Dubai,UAE,LHR,Heathrow Airport,London,UK,DXB → LHR
4738,89,922,2025-11-12,Economy,32C,771.25,Confirmed,18,5,15,2026-02-23,65,Completed,United Airlines,USA,434,DOH,Hamad International Airport,Doha,Qatar,SIN,Singapore Changi Airport,Singapore,Singapore,DOH → SIN
4739,361,751,2026-07-19,Business,14C,1457.51,Confirmed,5,16,7,2026-12-30,227,Completed,Lufthansa,Germany,145,BKK,Suvarnabhumi Airport,Bangkok,Thailand,LHR,Heathrow Airport,London,UK,BKK → LHR
4740,162,935,2025-12-28,Business,15E,231.1,Confirmed,12,12,15,2026-02-17,148,Scheduled,Iberia,Spain,388,LAX,Los Angeles International Airport,Los Angeles,USA,SIN,Singapore Changi Airport,Singapore,Singapore,LAX → SIN
4741,132,363,2025-12-29,Business,20E,219.67,Confirmed,4,12,14,2026-04-22,183,Cancelled,Turkish Airlines,Turkey,314,LAX,Los Angeles International Airport,Los Angeles,USA,YYZ,Toronto Pearson International Airport,Toronto,Canada,LAX → YYZ
4742,129,806,2025-12-10,Economy,35A,572.13,Confirmed,17,10,3,2026-01-05,529,Scheduled,Delta Airlines,USA,216,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DXB,Dubai International Airport,Dubai,UAE,AMS → DXB
4743,79,715,2026-05-09,Economy,26D,920.54,Confirmed,12,2,9,2026-05-18,416,Delayed,Iberia,Spain,388,HBE,Borg El Arab International Airport,Alexandria,Egypt,FRA,Frankfurt Airport,Frankfurt,Germany,HBE → FRA
4744,175,100,2026-04-02,Business,6D,1371.83,Confirmed,11,17,3,2026-08-29,542,Cancelled,Royal Jordanian,Jordan,231,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,DXB,Dubai International Airport,Dubai,UAE,SYD → DXB
4745,389,957,2026-01-30,Business,9C,1512.09,Confirmed,11,11,17,2026-02-14,697,Scheduled,Royal Jordanian,Jordan,231,JFK,John F. Kennedy International Airport,New York,USA,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,JFK → SYD
4746,423,280,2026-04-01,Economy,30C,188.82,Confirmed,8,10,2,2026-07-01,658,Completed,KLM,Netherlands,170,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HBE,Borg El Arab International Airport,Alexandria,Egypt,AMS → HBE
4747,402,172,2025-12-19,First Class,29A,3769.85,Cancelled,5,4,3,2026-04-19,99,Scheduled,Lufthansa,Germany,145,AUH,Zayed International Airport,Abu Dhabi,UAE,DXB,Dubai International Airport,Dubai,UAE,AUH → DXB
4748,30,134,2025-10-27,Economy,5D,946.94,Completed,11,9,8,2026-02-23,327,Delayed,Royal Jordanian,Jordan,231,FRA,Frankfurt Airport,Frankfurt,Germany,CDG,Charles de Gaulle Airport,Paris,France,FRA → CDG
4749,259,198,2026-01-02,First Class,39D,2823.1,Confirmed,9,10,19,2026-02-20,409,Delayed,Etihad Airways,UAE,469,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,AMS → RUH
4750,186,50,2026-06-06,Economy,8E,73.5,Confirmed,13,17,12,2026-06-16,728,Scheduled,Singapore Airlines,Singapore,298,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,LAX,Los Angeles International Airport,Los Angeles,USA,SYD → LAX
4751,476,223,2025-12-06,Economy,40B,478.46,Confirmed,10,13,6,2026-02-19,384,Completed,Saudia,Saudi Arabia,276,ORD,O'Hare International Airport,Chicago,USA,IST,Istanbul Airport,Istanbul,Turkey,ORD → IST
4752,304,65,2026-03-03,Business,37E,1204.6,Confirmed,6,11,17,2026-06-24,780,Scheduled,British Airways,UK,272,JFK,John F. Kennedy International Airport,New York,USA,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,JFK → SYD
4753,459,199,2026-05-29,First Class,30E,335.45,Confirmed,20,20,9,2026-06-09,202,Delayed,Air Canada,Canada,179,AMM,Queen Alia International Airport,Amman,Jordan,FRA,Frankfurt Airport,Frankfurt,Germany,AMM → FRA
4754,303,884,2026-03-14,First Class,26C,1673.97,Confirmed,13,10,6,2026-08-23,698,Completed,Singapore Airlines,Singapore,298,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,IST,Istanbul Airport,Istanbul,Turkey,AMS → IST
4755,207,911,2025-12-26,Economy,1F,121.83,Confirmed,13,15,16,2026-05-09,817,Delayed,Singapore Airlines,Singapore,298,SIN,Singapore Changi Airport,Singapore,Singapore,BKK,Suvarnabhumi Airport,Bangkok,Thailand,SIN → BKK
4756,194,236,2026-11-18,Economy,21A,615.2,Confirmed,17,2,10,2026-12-07,340,Scheduled,Delta Airlines,USA,216,HBE,Borg El Arab International Airport,Alexandria,Egypt,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HBE → AMS
4757,460,431,2026-02-10,Economy,15F,164.13,Confirmed,9,6,17,2026-04-20,219,Scheduled,Etihad Airways,UAE,469,IST,Istanbul Airport,Istanbul,Turkey,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,IST → SYD
4758,400,993,2026-03-05,Economy,7F,430.81,Confirmed,17,14,18,2026-06-23,477,Completed,Delta Airlines,USA,216,YYZ,Toronto Pearson International Airport,Toronto,Canada,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,YYZ → MAD
4759,318,329,2026-06-17,Economy,26A,929.07,Confirmed,10,2,1,2026-08-20,317,Completed,Saudia,Saudi Arabia,276,HBE,Borg El Arab International Airport,Alexandria,Egypt,CAI,Cairo International Airport,Cairo,Egypt,HBE → CAI
4760,96,593,2026-04-21,Business,9B,2057.84,Cancelled,16,14,13,2026-10-17,623,Scheduled,American Airlines,USA,65,YYZ,Toronto Pearson International Airport,Toronto,Canada,ORD,O'Hare International Airport,Chicago,USA,YYZ → ORD
4761,172,39,2026-11-05,First Class,9E,1189.18,Confirmed,5,10,5,2026-12-30,591,Cancelled,Lufthansa,Germany,145,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DOH,Hamad International Airport,Doha,Qatar,AMS → DOH
4762,145,167,2026-06-26,Business,23C,1025.53,Completed,18,15,14,2026-10-23,859,Completed,United Airlines,USA,434,SIN,Singapore Changi Airport,Singapore,Singapore,YYZ,Toronto Pearson International Airport,Toronto,Canada,SIN → YYZ
4763,117,805,2026-10-04,Economy,24C,327.96,Confirmed,19,5,9,2026-12-16,773,Scheduled,Ryanair,Ireland,227,DOH,Hamad International Airport,Doha,Qatar,FRA,Frankfurt Airport,Frankfurt,Germany,DOH → FRA
4764,483,107,2025-08-01,Economy,16E,512.27,Cancelled,5,8,2,2026-01-26,402,Delayed,Lufthansa,Germany,145,CDG,Charles de Gaulle Airport,Paris,France,HBE,Borg El Arab International Airport,Alexandria,Egypt,CDG → HBE
4765,10,230,2025-12-17,Premium Economy,32B,841.13,Confirmed,5,1,4,2026-05-26,113,Delayed,Lufthansa,Germany,145,CAI,Cairo International Airport,Cairo,Egypt,AUH,Zayed International Airport,Abu Dhabi,UAE,CAI → AUH
4766,280,527,2026-01-23,Economy,13B,226.13,Confirmed,9,6,19,2026-05-30,698,Cancelled,Etihad Airways,UAE,469,IST,Istanbul Airport,Istanbul,Turkey,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,IST → RUH
4767,470,291,2026-05-19,Economy,27D,371.83,Confirmed,16,3,13,2026-06-06,801,Completed,American Airlines,USA,65,DXB,Dubai International Airport,Dubai,UAE,ORD,O'Hare International Airport,Chicago,USA,DXB → ORD
4768,5,895,2025-09-01,First Class,40A,3240.31,Completed,4,2,14,2026-02-05,364,Completed,Turkish Airlines,Turkey,314,HBE,Borg El Arab International Airport,Alexandria,Egypt,YYZ,Toronto Pearson International Airport,Toronto,Canada,HBE → YYZ
4769,35,72,2025-09-01,Business,34C,757.41,Confirmed,1,18,8,2026-01-08,496,Scheduled,EgyptAir,Egypt,139,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,CDG,Charles de Gaulle Airport,Paris,France,MAD → CDG
4770,113,805,2026-09-11,Economy,9A,489.37,Confirmed,19,5,9,2026-12-16,773,Scheduled,Ryanair,Ireland,227,DOH,Hamad International Airport,Doha,Qatar,FRA,Frankfurt Airport,Frankfurt,Germany,DOH → FRA
4771,298,779,2026-08-10,Economy,7D,364.41,Confirmed,19,5,13,2026-09-06,562,Cancelled,Ryanair,Ireland,227,DOH,Hamad International Airport,Doha,Qatar,ORD,O'Hare International Airport,Chicago,USA,DOH → ORD
4772,69,188,2025-12-10,First Class,32B,2998.75,Cancelled,6,20,18,2026-01-10,653,Cancelled,British Airways,UK,272,AMM,Queen Alia International Airport,Amman,Jordan,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,AMM → MAD
4773,271,24,2025-10-05,Premium Economy,3F,78.5,Completed,6,4,9,2026-01-29,788,Scheduled,British Airways,UK,272,AUH,Zayed International Airport,Abu Dhabi,UAE,FRA,Frankfurt Airport,Frankfurt,Germany,AUH → FRA
4774,210,990,2026-08-03,First Class,11F,1740.91,Completed,19,9,12,2026-11-28,188,Delayed,Ryanair,Ireland,227,FRA,Frankfurt Airport,Frankfurt,Germany,LAX,Los Angeles International Airport,Los Angeles,USA,FRA → LAX
4775,351,165,2026-02-13,Business,30D,1181.4,Confirmed,11,9,18,2026-06-11,535,Delayed,Royal Jordanian,Jordan,231,FRA,Frankfurt Airport,Frankfurt,Germany,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,FRA → MAD
4776,436,537,2026-06-04,Economy,36A,769.35,Confirmed,5,1,17,2026-09-28,173,Completed,Lufthansa,Germany,145,CAI,Cairo International Airport,Cairo,Egypt,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,CAI → SYD
4777,489,788,2026-01-20,Business,26B,1543.96,Confirmed,16,16,18,2026-05-20,678,Completed,American Airlines,USA,65,BKK,Suvarnabhumi Airport,Bangkok,Thailand,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,BKK → MAD
4778,137,3,2026-09-15,Business,40C,942.32,Cancelled,12,5,20,2026-11-02,312,Cancelled,Iberia,Spain,388,DOH,Hamad International Airport,Doha,Qatar,AMM,Queen Alia International Airport,Amman,Jordan,DOH → AMM
4779,129,910,2026-07-05,Business,36E,2123.48,Confirmed,16,11,2,2026-12-06,483,Completed,American Airlines,USA,65,JFK,John F. Kennedy International Airport,New York,USA,HBE,Borg El Arab International Airport,Alexandria,Egypt,JFK → HBE
4780,8,998,2026-01-01,Premium Economy,11C,881.96,Completed,18,9,6,2026-01-10,339,Cancelled,United Airlines,USA,434,FRA,Frankfurt Airport,Frankfurt,Germany,IST,Istanbul Airport,Istanbul,Turkey,FRA → IST
4781,35,232,2026-06-18,Premium Economy,2C,859.38,Cancelled,3,11,10,2026-11-13,716,Cancelled,Qatar Airways,Qatar,393,JFK,John F. Kennedy International Airport,New York,USA,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,JFK → AMS
4782,495,958,2026-01-15,Economy,39B,661.82,Cancelled,1,18,12,2026-01-22,79,Completed,EgyptAir,Egypt,139,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,LAX,Los Angeles International Airport,Los Angeles,USA,MAD → LAX
4783,265,273,2025-10-24,Business,16B,1169.45,Confirmed,15,9,7,2026-02-01,227,Cancelled,Qantas,Australia,324,FRA,Frankfurt Airport,Frankfurt,Germany,LHR,Heathrow Airport,London,UK,FRA → LHR
4784,315,753,2026-01-04,Premium Economy,34E,1339.96,Confirmed,18,19,8,2026-05-17,551,Completed,United Airlines,USA,434,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,CDG,Charles de Gaulle Airport,Paris,France,RUH → CDG
4785,15,633,2026-10-08,Premium Economy,20D,1324.11,Confirmed,18,17,9,2026-12-16,831,Delayed,United Airlines,USA,434,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,FRA,Frankfurt Airport,Frankfurt,Germany,SYD → FRA
4786,167,760,2025-12-09,Economy,21D,739.34,Completed,5,12,2,2026-03-18,409,Scheduled,Lufthansa,Germany,145,LAX,Los Angeles International Airport,Los Angeles,USA,HBE,Borg El Arab International Airport,Alexandria,Egypt,LAX → HBE
4787,224,973,2026-10-04,Economy,1A,961.94,Confirmed,15,11,15,2026-11-03,118,Cancelled,Qantas,Australia,324,JFK,John F. Kennedy International Airport,New York,USA,SIN,Singapore Changi Airport,Singapore,Singapore,JFK → SIN
4788,373,861,2026-07-15,Economy,5F,483.96,Confirmed,4,3,10,2026-07-29,216,Completed,Turkish Airlines,Turkey,314,DXB,Dubai International Airport,Dubai,UAE,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DXB → AMS
4789,216,610,2025-12-10,Premium Economy,10B,1188.13,Confirmed,11,6,11,2026-06-03,135,Completed,Royal Jordanian,Jordan,231,IST,Istanbul Airport,Istanbul,Turkey,JFK,John F. Kennedy International Airport,New York,USA,IST → JFK
4790,438,757,2025-11-11,Economy,35F,450.1,Confirmed,1,11,16,2026-04-17,754,Delayed,EgyptAir,Egypt,139,JFK,John F. Kennedy International Airport,New York,USA,BKK,Suvarnabhumi Airport,Bangkok,Thailand,JFK → BKK
4791,253,898,2026-04-08,Economy,31D,879.51,Cancelled,10,3,2,2026-05-19,842,Delayed,Saudia,Saudi Arabia,276,DXB,Dubai International Airport,Dubai,UAE,HBE,Borg El Arab International Airport,Alexandria,Egypt,DXB → HBE
4792,299,914,2026-04-29,Premium Economy,23A,645.48,Confirmed,11,6,9,2026-05-26,165,Cancelled,Royal Jordanian,Jordan,231,IST,Istanbul Airport,Istanbul,Turkey,FRA,Frankfurt Airport,Frankfurt,Germany,IST → FRA
4793,470,750,2025-08-15,Business,37F,1133.41,Confirmed,10,15,3,2026-01-08,154,Delayed,Saudia,Saudi Arabia,276,SIN,Singapore Changi Airport,Singapore,Singapore,DXB,Dubai International Airport,Dubai,UAE,SIN → DXB
4794,297,229,2026-04-22,Business,21B,1549.04,Completed,4,12,2,2026-06-04,399,Cancelled,Turkish Airlines,Turkey,314,LAX,Los Angeles International Airport,Los Angeles,USA,HBE,Borg El Arab International Airport,Alexandria,Egypt,LAX → HBE
4795,298,192,2026-06-21,Business,13A,1608.2,Confirmed,6,16,13,2026-07-31,591,Cancelled,British Airways,UK,272,BKK,Suvarnabhumi Airport,Bangkok,Thailand,ORD,O'Hare International Airport,Chicago,USA,BKK → ORD
4796,44,421,2026-03-06,Economy,22E,163.37,Completed,15,18,6,2026-04-14,594,Delayed,Qantas,Australia,324,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,IST,Istanbul Airport,Istanbul,Turkey,MAD → IST
4797,103,151,2026-07-29,First Class,19F,1395.37,Confirmed,9,17,18,2026-10-29,213,Completed,Etihad Airways,UAE,469,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,MAD,Adolfo Suarez Madrid-Barajas Airport,Madrid,Spain,SYD → MAD
4798,333,864,2025-10-02,Economy,14B,777.82,Confirmed,2,1,12,2026-03-27,292,Cancelled,Emirates,UAE,78,CAI,Cairo International Airport,Cairo,Egypt,LAX,Los Angeles International Airport,Los Angeles,USA,CAI → LAX
4799,347,286,2025-11-29,Premium Economy,34D,1391.36,Completed,7,13,9,2026-02-23,850,Cancelled,Air France,France,300,ORD,O'Hare International Airport,Chicago,USA,FRA,Frankfurt Airport,Frankfurt,Germany,ORD → FRA
4800,471,352,2026-02-13,Economy,11A,98.86,Confirmed,14,4,6,2026-05-24,695,Delayed,Thai Airways,Thailand,274,AUH,Zayed International Airport,Abu Dhabi,UAE,IST,Istanbul Airport,Istanbul,Turkey,AUH → IST
4801,333,78,2025-12-28,First Class,21F,383.52,Completed,11,14,20,2026-01-02,337,Completed,Royal Jordanian,Jordan,231,YYZ,Toronto Pearson International Airport,Toronto,Canada,AMM,Queen Alia International Airport,Amman,Jordan,YYZ → AMM
4802,1,349,2025-09-28,Economy,2F,157.14,Confirmed,8,17,15,2026-01-30,674,Cancelled,KLM,Netherlands,170,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,SIN,Singapore Changi Airport,Singapore,Singapore,SYD → SIN
4803,343,495,2026-11-01,Economy,4E,759.35,Completed,8,17,20,2026-11-09,319,Cancelled,KLM,Netherlands,170,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,AMM,Queen Alia International Airport,Amman,Jordan,SYD → AMM
4804,288,303,2026-03-20,Economy,34E,434.05,Cancelled,12,1,2,2026-08-07,438,Cancelled,Iberia,Spain,388,CAI,Cairo International Airport,Cairo,Egypt,HBE,Borg El Arab International Airport,Alexandria,Egypt,CAI → HBE
4805,12,150,2025-12-22,Premium Economy,12E,1351.73,Completed,14,12,8,2026-02-08,377,Delayed,Thai Airways,Thailand,274,LAX,Los Angeles International Airport,Los Angeles,USA,CDG,Charles de Gaulle Airport,Paris,France,LAX → CDG
4806,290,708,2026-02-26,Premium Economy,26D,957.09,Confirmed,10,1,12,2026-03-12,687,Cancelled,Saudia,Saudi Arabia,276,CAI,Cairo International Airport,Cairo,Egypt,LAX,Los Angeles International Airport,Los Angeles,USA,CAI → LAX
4807,400,404,2025-10-08,Economy,22B,282.22,Confirmed,18,7,5,2026-03-06,624,Cancelled,United Airlines,USA,434,LHR,Heathrow Airport,London,UK,DOH,Hamad International Airport,Doha,Qatar,LHR → DOH
4808,183,15,2025-12-16,Premium Economy,9A,789.06,Confirmed,8,3,17,2026-06-05,481,Completed,KLM,Netherlands,170,DXB,Dubai International Airport,Dubai,UAE,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,DXB → SYD
4809,319,840,2025-11-29,First Class,14D,1898.3,Confirmed,20,14,20,2026-02-28,735,Completed,Air Canada,Canada,179,YYZ,Toronto Pearson International Airport,Toronto,Canada,AMM,Queen Alia International Airport,Amman,Jordan,YYZ → AMM
4810,143,227,2026-01-29,Economy,35D,435.33,Confirmed,1,5,19,2026-02-05,161,Completed,EgyptAir,Egypt,139,DOH,Hamad International Airport,Doha,Qatar,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,DOH → RUH
4811,383,911,2025-12-08,Premium Economy,28E,181.82,Cancelled,13,15,16,2026-05-09,817,Delayed,Singapore Airlines,Singapore,298,SIN,Singapore Changi Airport,Singapore,Singapore,BKK,Suvarnabhumi Airport,Bangkok,Thailand,SIN → BKK
4812,184,295,2026-04-30,Economy,12D,293.17,Completed,17,2,10,2026-08-06,340,Completed,Delta Airlines,USA,216,HBE,Borg El Arab International Airport,Alexandria,Egypt,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HBE → AMS
4813,122,484,2026-11-11,First Class,18C,557.71,Completed,2,15,17,2026-11-22,165,Delayed,Emirates,UAE,78,SIN,Singapore Changi Airport,Singapore,Singapore,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,SIN → SYD
4814,421,351,2026-08-04,Economy,10B,218.34,Completed,9,10,5,2026-09-05,141,Delayed,Etihad Airways,UAE,469,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DOH,Hamad International Airport,Doha,Qatar,AMS → DOH
4815,484,147,2025-11-10,Economy,26B,661.91,Completed,6,20,13,2026-02-13,585,Delayed,British Airways,UK,272,AMM,Queen Alia International Airport,Amman,Jordan,ORD,O'Hare International Airport,Chicago,USA,AMM → ORD
4816,33,140,2026-10-19,Business,15B,2083.48,Completed,1,17,16,2026-12-10,315,Delayed,EgyptAir,Egypt,139,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,BKK,Suvarnabhumi Airport,Bangkok,Thailand,SYD → BKK
4817,151,351,2026-08-30,First Class,12A,3701.26,Confirmed,9,10,5,2026-09-05,141,Delayed,Etihad Airways,UAE,469,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DOH,Hamad International Airport,Doha,Qatar,AMS → DOH
4818,206,872,2026-02-06,Premium Economy,39E,258.12,Confirmed,19,2,13,2026-03-18,856,Delayed,Ryanair,Ireland,227,HBE,Borg El Arab International Airport,Alexandria,Egypt,ORD,O'Hare International Airport,Chicago,USA,HBE → ORD
4819,42,197,2026-01-13,Economy,20C,871.6,Confirmed,13,20,17,2026-03-09,676,Cancelled,Singapore Airlines,Singapore,298,AMM,Queen Alia International Airport,Amman,Jordan,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,AMM → SYD
4820,183,271,2025-09-28,Premium Economy,35C,201.38,Confirmed,9,19,12,2026-01-08,555,Delayed,Etihad Airways,UAE,469,RUH,King Khalid International Airport,Riyadh,Saudi Arabia,LAX,Los Angeles International Airport,Los Angeles,USA,RUH → LAX
4821,436,582,2026-06-24,Premium Economy,30C,963.63,Completed,1,2,11,2026-12-14,634,Cancelled,EgyptAir,Egypt,139,HBE,Borg El Arab International Airport,Alexandria,Egypt,JFK,John F. Kennedy International Airport,New York,USA,HBE → JFK
4822,46,504,2026-10-05,Economy,20C,383.25,Confirmed,1,5,17,2026-11-30,840,Completed,EgyptAir,Egypt,139,DOH,Hamad International Airport,Doha,Qatar,SYD,Sydney Kingsford Smith Airport,Sydney,Australia,DOH → SYD
